# Giai bai toan bay tu bang RK4
#
#                    t                    x                    y                    z                  v_x                  v_y                  v_z
        2.13985734e+00       7.79546172e-01       1.84819995e-01       2.99478236e-01       2.69297252e-01      -3.27032220e-01       9.71026145e-02
        2.14985668e+00       7.82221356e-01       1.81534149e-01       3.00444621e-01       2.65768853e-01      -3.30174469e-01       9.61859498e-02
        2.15985601e+00       7.84861071e-01       1.78217072e-01       3.01401799e-01       2.62203207e-01      -3.33278912e-01       9.52609319e-02
        2.16985534e+00       7.87464948e-01       1.74869143e-01       3.02349685e-01       2.58600700e-01      -3.36345033e-01       9.43276046e-02
        2.17985468e+00       7.90032619e-01       1.71490749e-01       3.03288197e-01       2.54961725e-01      -3.39372320e-01       9.33860135e-02
        2.18985401e+00       7.92563722e-01       1.68082280e-01       3.04217253e-01       2.51286684e-01      -3.42360264e-01       9.24362065e-02
        2.19985334e+00       7.95057898e-01       1.64644133e-01       3.05136771e-01       2.47575985e-01      -3.45308361e-01       9.14782338e-02
        2.20985268e+00       7.97514794e-01       1.61176708e-01       3.06046669e-01       2.43830047e-01      -3.48216110e-01       9.05121474e-02
        2.21985201e+00       7.99934058e-01       1.57680411e-01       3.06946866e-01       2.40049292e-01      -3.51083015e-01       8.95380015e-02
        2.22985134e+00       8.02315345e-01       1.54155653e-01       3.07837283e-01       2.36234155e-01      -3.53908583e-01       8.85558524e-02
        2.23985068e+00       8.04658313e-01       1.50602851e-01       3.08717839e-01       2.32385073e-01      -3.56692326e-01       8.75657586e-02
        2.24985001e+00       8.06962625e-01       1.47022424e-01       3.09588455e-01       2.28502496e-01      -3.59433761e-01       8.65677805e-02
        2.25984934e+00       8.09227948e-01       1.43414797e-01       3.10449053e-01       2.24586877e-01      -3.62132409e-01       8.55619807e-02
        2.26984868e+00       8.11453955e-01       1.39780402e-01       3.11299555e-01       2.20638680e-01      -3.64787797e-01       8.45484240e-02
        2.27984801e+00       8.13640321e-01       1.36119674e-01       3.12139883e-01       2.16658375e-01      -3.67399454e-01       8.35271771e-02
        2.28984734e+00       8.15786728e-01       1.32433050e-01       3.12969962e-01       2.12646439e-01      -3.69966919e-01       8.24983089e-02
        2.29984668e+00       8.17892862e-01       1.28720977e-01       3.13789714e-01       2.08603357e-01      -3.72489731e-01       8.14618903e-02
        2.30984601e+00       8.19958415e-01       1.24983903e-01       3.14599066e-01       2.04529622e-01      -3.74967439e-01       8.04179942e-02
        2.31984534e+00       8.21983082e-01       1.21222280e-01       3.15397942e-01       2.00425732e-01      -3.77399594e-01       7.93666958e-02
        2.32984468e+00       8.23966563e-01       1.17436567e-01       3.16186270e-01       1.96292195e-01      -3.79785755e-01       7.83080721e-02
        2.33984401e+00       8.25908567e-01       1.13627226e-01       3.16963975e-01       1.92129525e-01      -3.82125487e-01       7.72422022e-02
        2.34984334e+00       8.27808802e-01       1.09794723e-01       3.17730987e-01       1.87938242e-01      -3.84418360e-01       7.61691672e-02
        2.35984268e+00       8.29666987e-01       1.05939529e-01       3.18487233e-01       1.83718875e-01      -3.86663949e-01       7.50890503e-02
        2.36984201e+00       8.31482843e-01       1.02062119e-01       3.19232644e-01       1.79471959e-01      -3.88861838e-01       7.40019367e-02
        2.37984134e+00       8.33256097e-01       9.81629712e-02       3.19967150e-01       1.75198036e-01      -3.91011617e-01       7.29079133e-02
        2.38984068e+00       8.34986482e-01       9.42425695e-02       3.20690683e-01       1.70897654e-01      -3.93112880e-01       7.18070694e-02
        2.39984001e+00       8.36673736e-01       9.03014007e-02       3.21403174e-01       1.66571370e-01      -3.95165231e-01       7.06994959e-02
        2.40983934e+00       8.38317603e-01       8.63399560e-02       3.22104556e-01       1.62219744e-01      -3.97168280e-01       6.95852859e-02
        2.41983868e+00       8.39917832e-01       8.23587303e-02       3.22794765e-01       1.57843346e-01      -3.99121643e-01       6.84645341e-02
        2.42983801e+00       8.41474179e-01       7.83582222e-02       3.23473734e-01       1.53442750e-01      -4.01024944e-01       6.73373373e-02
        2.43983734e+00       8.42986404e-01       7.43389342e-02       3.24141401e-01       1.49018539e-01      -4.02877814e-01       6.62037942e-02
        2.44983668e+00       8.44454274e-01       7.03013723e-02       3.24797701e-01       1.44571299e-01      -4.04679892e-01       6.50640052e-02
        2.45983601e+00       8.45877562e-01       6.62460463e-02       3.25442573e-01       1.40101625e-01      -4.06430824e-01       6.39180728e-02
        2.46983534e+00       8.47256047e-01       6.21734693e-02       3.26075957e-01       1.35610117e-01      -4.08130265e-01       6.27661009e-02
        2.47983468e+00       8.48589513e-01       5.80841579e-02       3.26697792e-01       1.31097379e-01      -4.09777876e-01       6.16081956e-02
        2.48983401e+00       8.49877751e-01       5.39786320e-02       3.27308019e-01       1.26564025e-01      -4.11373327e-01       6.04444645e-02
        2.49983334e+00       8.51120558e-01       4.98574148e-02       3.27906582e-01       1.22010671e-01      -4.12916297e-01       5.92750170e-02
        2.50983268e+00       8.52317737e-01       4.57210326e-02       3.28493422e-01       1.17437939e-01      -4.14406473e-01       5.80999642e-02
        2.51983201e+00       8.53469098e-01       4.15700148e-02       3.29068485e-01       1.12846460e-01      -4.15843548e-01       5.69194189e-02
        2.52983134e+00       8.54574456e-01       3.74048940e-02       3.29631717e-01       1.08236865e-01      -4.17227226e-01       5.57334955e-02
        2.53983068e+00       8.55633633e-01       3.32262055e-02       3.30183063e-01       1.03609795e-01      -4.18557221e-01       5.45423103e-02
        2.54983001e+00       8.56646457e-01       2.90344875e-02       3.30722473e-01       9.89658923e-02      -4.19833251e-01       5.33459807e-02
        2.55982934e+00       8.57612765e-01       2.48302810e-02       3.31249895e-01       9.43058070e-02      -4.21055047e-01       5.21446261e-02
        2.56982868e+00       8.58532396e-01       2.06141296e-02       3.31765280e-01       8.96301924e-02      -4.22222348e-01       5.09383672e-02
        2.57982801e+00       8.59405199e-01       1.63865794e-02       3.32268578e-01       8.49397070e-02      -4.23334902e-01       4.97273262e-02
        2.58982734e+00       8.60231029e-01       1.21481792e-02       3.32759744e-01       8.02350137e-02      -4.24392465e-01       4.85116270e-02
        2.59982668e+00       8.61009748e-01       7.89948002e-03       3.33238731e-01       7.55167797e-02      -4.25394805e-01       4.72913946e-02
        2.60982601e+00       8.61741221e-01       3.64103511e-03       3.33705494e-01       7.07856766e-02      -4.26341696e-01       4.60667557e-02
        2.61982534e+00       8.62425326e-01      -6.26599958e-04       3.34159991e-01       6.60423800e-02      -4.27232925e-01       4.48378382e-02
        2.62982468e+00       8.63061943e-01      -4.90286757e-03       3.34602178e-01       6.12875693e-02      -4.28068286e-01       4.36047714e-02
        2.63982401e+00       8.63650960e-01      -9.18720810e-03       3.35032015e-01       5.65219280e-02      -4.28847585e-01       4.23676857e-02
        2.64982335e+00       8.64192272e-01      -1.34790600e-02       3.35449462e-01       5.17461428e-02      -4.29570635e-01       4.11267131e-02
        2.65982268e+00       8.64685782e-01      -1.77778600e-02       3.35854481e-01       4.69609040e-02      -4.30237261e-01       3.98819865e-02
        2.66982201e+00       8.65131398e-01      -2.20830430e-02       3.36247036e-01       4.21669053e-02      -4.30847298e-01       3.86336401e-02
        2.67982135e+00       8.65529037e-01      -2.63940424e-02       3.36627091e-01       3.73648434e-02      -4.31400590e-01       3.73818093e-02
        2.68982068e+00       8.65878621e-01      -3.07102900e-02       3.36994612e-01       3.25554180e-02      -4.31896992e-01       3.61266306e-02
        2.69982001e+00       8.66180080e-01      -3.50312163e-02       3.37349565e-01       2.77393315e-02      -4.32336368e-01       3.48682414e-02
        2.70981935e+00       8.66433351e-01      -3.93562505e-02       3.37691920e-01       2.29172889e-02      -4.32718595e-01       3.36067802e-02
        2.71981868e+00       8.66638377e-01      -4.36848204e-02       3.38021646e-01       1.80899977e-02      -4.33043557e-01       3.23423866e-02
        2.72981801e+00       8.66795111e-01      -4.80163530e-02       3.38338715e-01       1.32581677e-02      -4.33311150e-01       3.10752009e-02
        2.73981735e+00       8.66903510e-01      -5.23502742e-02       3.38643100e-01       8.42251071e-03      -4.33521282e-01       2.98053645e-02
        2.74981668e+00       8.66963540e-01      -5.66860089e-02       3.38934774e-01       3.58374041e-03      -4.33673868e-01       2.85330196e-02
        2.75981601e+00       8.66975172e-01      -6.10229813e-02       3.39213714e-01      -1.25742772e-03      -4.33768836e-01       2.72583091e-02
        2.76981535e+00       8.66938387e-01      -6.53606150e-02       3.39479897e-01      -6.10027672e-03      -4.33806126e-01       2.59813768e-02
        2.77981468e+00       8.66853172e-01      -6.96983330e-02       3.39733300e-01      -1.09440882e-02      -4.33785684e-01       2.47023671e-02
        2.78981401e+00       8.66719519e-01      -7.40355578e-02       3.39973905e-01      -1.57881427e-02      -4.33707472e-01       2.34214250e-02
        2.79981335e+00       8.66537432e-01      -7.83717116e-02       3.40201691e-01      -2.06317197e-02      -4.33571459e-01       2.21386965e-02
        2.80981268e+00       8.66306917e-01      -8.27062162e-02       3.40416643e-01      -2.54740978e-02      -4.33377627e-01       2.08543277e-02
        2.81981201e+00       8.66027990e-01      -8.70384936e-02       3.40618745e-01      -3.03145551e-02      -4.33125967e-01       1.95684655e-02
        2.82981135e+00       8.65700675e-01      -9.13679653e-02       3.40807982e-01      -3.51523692e-02      -4.32816481e-01       1.82812573e-02
        2.83981068e+00       8.65325001e-01      -9.56940534e-02       3.40984342e-01      -3.99868175e-02      -4.32449185e-01       1.69928508e-02
        2.84981001e+00       8.64901005e-01      -1.00016180e-01       3.41147813e-01      -4.48171774e-02      -4.32024101e-01       1.57033942e-02
        2.85980935e+00       8.64428733e-01      -1.04333767e-01       3.41298386e-01      -4.96427262e-02      -4.31541266e-01       1.44130361e-02
        2.86980868e+00       8.63908235e-01      -1.08646237e-01       3.41436052e-01      -5.44627418e-02      -4.31000725e-01       1.31219252e-02
        2.87980801e+00       8.63339572e-01      -1.12953015e-01       3.41560805e-01      -5.92765023e-02      -4.30402535e-01       1.18302106e-02
        2.88980735e+00       8.62722808e-01      -1.17253522e-01       3.41672639e-01      -6.40832869e-02      -4.29746765e-01       1.05380417e-02
        2.89980668e+00       8.62058017e-01      -1.21547185e-01       3.41771551e-01      -6.88823753e-02      -4.29033493e-01       9.24556771e-03
        2.90980601e+00       8.61345280e-01      -1.25833429e-01       3.41857537e-01      -7.36730485e-02      -4.28262808e-01       7.95293831e-03
        2.91980535e+00       8.60584685e-01      -1.30111680e-01       3.41930599e-01      -7.84545887e-02      -4.27434811e-01       6.66030305e-03
        2.92980468e+00       8.59776326e-01      -1.34381365e-01       3.41990735e-01      -8.32262795e-02      -4.26549614e-01       5.36781156e-03
        2.93980401e+00       8.58920305e-01      -1.38641913e-01       3.42037949e-01      -8.79874062e-02      -4.25607337e-01       4.07561341e-03
        2.94980335e+00       8.58016732e-01      -1.42892754e-01       3.42072243e-01      -9.27372559e-02      -4.24608115e-01       2.78385809e-03
        2.95980268e+00       8.57065724e-01      -1.47133320e-01       3.42093624e-01      -9.74751178e-02      -4.23552090e-01       1.49269496e-03
        2.96980201e+00       8.56067402e-01      -1.51363042e-01       3.42102098e-01      -1.02200283e-01      -4.22439417e-01       2.02273198e-04
        2.97980135e+00       8.55021899e-01      -1.55581357e-01       3.42097672e-01      -1.06912046e-01      -4.21270260e-01      -1.08725823e-03
        2.98980068e+00       8.53929351e-01      -1.59787698e-01       3.42080358e-01      -1.11609702e-01      -4.20044796e-01      -2.37575066e-03
        2.99980001e+00       8.52789903e-01      -1.63981505e-01       3.42050165e-01      -1.16292550e-01      -4.18763209e-01      -3.66305571e-03
        3.00979935e+00       8.51603707e-01      -1.68162218e-01       3.42007106e-01      -1.20959893e-01      -4.17425696e-01      -4.94902541e-03
        3.01979868e+00       8.50370920e-01      -1.72329277e-01       3.41951196e-01      -1.25611035e-01      -4.16032464e-01      -6.23351217e-03
